ACARAId,SchoolName,SchoolType,SchoolURL,States ,Email,Numbers,SchoolGeographicLocation,IndependentSchool,SchoolSector
49450,Wudinna Area School,Pri/Sec,http://www.wudinnaas.sa.edu.au,SA,dl.0765.info@schools.sa.edu.au,(08) 8680 2263,44,N,Gov
50134,Wugularr School,Pri/Sec,https://www.teachintheterritory.nt.gov.au/schools/wugularr-school,NT,teach.det@education.nt.gov.au,1800 646 391,74,N,Gov
50050,Wulagi Primary School,Prim,https://wulagiprimary.nt.edu.au/,NT,wulagi.primary@education.nt.gov.au,"0418 240 741, 812 08 8983 7800",72,N,Gov
48706,Wundowie Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5711,WA,Wundowie.PS@education.wa.edu.au,,51,N,Gov
44475,Wurruk Primary School,Prim,http://www.wurrukps.vic.edu.au,VIC,"kinder@wurrukps.vic.edu.au, wurruk.ps@education.vic.gov.au",(03) 5144 2975,21,N,Gov
48202,Wyalkatchem District High School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4107,WA,Wyalkatchem.DHS@education.wa.edu.au,9692 1500,52,N,Gov
41986,Wyee Public School,Prim,https://wyee-p.schools.nsw.gov.au,NSW,wyee-p.school@det.nsw.edu.au,02 4357 1225,10,N,Gov
40646,Wyndham College,Sec,https://wyndhamcol-h.schools.nsw.gov.au,NSW,wyndhamcol-h.school@det.nsw.edu.au,"02 9208 7100, 2018 2019, 9208 7100",10,N,Gov
48203,Wyndham District High School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4108,WA,Wyndham.DHS@education.wa.edu.au,91611063,54,N,Gov
50303,Wyndham Park Primary School,Prim,http://www.wyndhamparkps.vic.edu.au,VIC,wyndham.park.ps@education.vic.gov.au,"(03) 9741 4549, 03 9741 4549",20,N,Gov
51478,Wyndham Vale Primary School,Prim,http://wyndhamvaleps.vic.edu.au/,VIC,wyndham.vale.ps@education.vic.gov.au,03 8754 0888,20,N,Gov
49359,Wynn Vale School,Prim,https://wynnvaleschool.sa.edu.au/,SA,dl.0533_info@schools.sa.edu.au,"08 8289 0270, 08 8289 1696",40,N,Gov
41988,Wyong Creek Public School,Prim,https://wyongcreek-p.schools.nsw.gov.au,NSW,wyongcreek-p.school@det.nsw.edu.au,02 4352 1583,10,N,Gov
42507,Wytaliba Public School,Prim,https://wytaliba-p.schools.nsw.gov.au,NSW,wytaliba-p.school@det.nsw.edu.au,02 6733 5353,12,N,Gov
48862,Xavier Catholic School,Prim,http://www.xavier.wa.edu.au/,WA,admin@xavier.wa.edu.au,9391 7000,50,N,NG
44199,Yackandandah Primary School,Prim,http://www.yackaps.vic.edu.au,VIC,yackandandah.ps@education.vic.gov.au,260271431,21,N,Gov
49351,Yahl Primary School,Prim,http://www.yahlps.sa.edu.au,SA,dl.0501.info@schools.sa.edu.au,(08) 8725 3658,42,N,Gov
48574,Yakamia Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5528,WA,Yakamia.PS@education.wa.edu.au,,52,N,Gov
48570,Yale Primary School,Prim,https://yale.wa.edu.au/,WA,yale.ps.reception@education.wa.edu.au,"08 9232 3500, 108 08 9232 3500",50,N,Gov
49104,Yallingup Steiner School,Prim,http://yss.wa.edu.au,WA,admin@yss.wa.edu.au,8 9755 2230,51,Y,NG
42323,Yamba Public School,Prim,https://yamba-p.schools.nsw.gov.au,NSW,yamba-p.school@det.nsw.edu.au,"02 6646 2420, 2015 2019 2020, 2017 2016, 2018 2017 2016, 2021 2022 2023, 2023 2024, 2024 2025",11,N,Gov
52582,Yanchep Lagoon Primary School,Prim,http://www.yanchep.wa.edu.au,WA,YanchepLagoon.PS@education.wa.edu.au,"(08) 9562 8200, 08 9562 8200",50,N,Gov
52260,Yanchep Secondary College,Sec,https://www.yanchepsc.wa.edu.au/,WA,yanchep.sc.enquiries@education.wa.edu.au,035 (08) 9562 8000,50,N,Gov
42693,Yanco Agricultural High School,Sec,https://yancoag-h.schools.nsw.gov.au,NSW,yancoag-h.school@det.nsw.edu.au,02 6951 1500,12,N,Gov
42649,Yanco Public School,Prim,https://yanco-p.schools.nsw.gov.au,NSW,yanco-p.school@det.nsw.edu.au,02 6955 7162,12,N,Gov
52705,Yandelora School,Special,https://yandeloraschool.schools.nsw.gov.au,NSW,YandeloraSchool@det.nsw.edu.au,"02 4648 0057, 0468 412 488, 10 2024 2025, 2020 2021, 2022 2023, 2023 2024, 3 2020 2021, 4 2023 2024, 4 2024 2024, 4 2024 2025",10,N,Gov
48621,Yandeyarra Remote Community School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5595,WA,Yandeyarra.RCS@education.wa.edu.au,"08 9146 1700, 229 512",54,N,Gov
44123,Yandoit Primary School,Prim,http://www.daylesps.vic.edu.au,VIC,"daylesford.ps@education.vic.gov.au, yandoit.ps@education.vic.gov.au","(03) 5348 2480, 53482480",21,N,Gov
44171,Yarra Glen Primary School,Prim,http://www.ygps.vic.edu.au/,VIC,yarra.glen.ps@education.vic.gov.au,"(03) 9730 1254, 03 9730 1254, 9730 1254",21,N,Gov
44573,Yarra Junction Primary School,Prim,http://www.yjps.vic.edu.au,VIC,yarra.junction.ps@education.vic.gov.au,"03 5967 1544, 0359671544",21,N,Gov
45127,Yarra Primary School,Prim,http://www.yarraps.vic.edu.au,VIC,yarra.ps@education.vic.gov.au,394283286,20,N,Gov
45111,Yarra Ranges Special Developmental School,Special,http://www.yarraranges.vic.edu.au,VIC,yarra.ranges.sds@education.vic.gov.au,(03) 9736 2499,20,N,Gov
44726,Yarra Road Primary School,Prim,http://www.yarrardps.vic.edu.au,VIC,yarra.road.ps@education.vic.gov.au,"03 9723 4182, 9723 4182",20,N,Gov
46224,Yarra Valley Grammar,Pri/Sec,http://www.yvg.vic.edu.au,VIC,reception@yvg.vic.edu.au,"3 9262 7700, 44 004 584 552",20,Y,NG
53308,Yarrabing Secondary College,Sec,https://yarrabingsc.vic.edu.au/,VIC,"Yarrabing.sc@education.vic.gov.au, yarrabing.sc@education.vic.gov.au","(03) 7033 2444, 03 7033 2444",20,N,Gov
50135,Yarralin School,Pri/Sec,https://www.teachintheterritory.nt.gov.au/schools/yarralin-school,NT,teach.det@education.nt.gov.au,1800 646 391,74,N,Gov
52766,Yarralinka Primary School,Prim,http://www.yarralinkaps.wa.edu.au,WA,Yarralinka.PS@education.wa.edu.au,(08) 9391 4340,50,N,Gov
44124,Yarram Primary School,Prim,http://www.yarram-ps.vic.edu.au/,VIC,yarram.ps@education.vic.gov.au,5182 5688,21,N,Gov
44849,Yarraman Oaks Primary School,Prim,http://www.yarramanoaksps.vic.edu.au/,VIC,yarraman.oaks.ps@education.vic.gov.au,9792 4406,20,N,Gov
44405,Yarrambat Primary School,Prim,http://www.yarrambatps.vic.edu.au,VIC,yarrambat.ps@education.vic.gov.au,"9436 1464, 9436 1914",20,N,Gov
51490,Yarranlea Primary School,Prim,http://www.yarranlea.qld.edu.au/,QLD,admin@yarranlea.qld.edu.au,0499 247 290,30,Y,NG
45132,Yarraville Special Developmental School,Special,http://www.yarravillesds.vic.edu.au/,VIC,yarraville.sds@education.vic.gov.au,393144919,20,N,Gov
44515,Yarraville West Primary School,Prim,http://www.ywps.vic.edu.au,VIC,yarraville.west.ps@education.vic.gov.au,393147714,20,N,Gov
45608,Yarrawonga College P-12,Pri/Sec,http://yarrawonga.vic.edu.au/,VIC,yarrawonga.p12@education.vic.gov.au,"(03) 5744 1751, 12 (03) 5744 1751",21,N,Gov
42491,Yarrowitch Public School,Prim,https://yarrowitch-p.schools.nsw.gov.au,NSW,yarrowitch-p.school@det.nsw.edu.au,02 6777 7582,12,N,Gov
44830,Yarrunga Primary School,Prim,http://www.yarrungaps.vic.edu.au,VIC,yarrunga.ps@education.vic.gov.au,03 5721 2682,21,N,Gov
41703,Yates Avenue Public School,Prim,https://yatesave-p.schools.nsw.gov.au,NSW,yatesave-p.school@det.nsw.edu.au,"02 9874 6302, 2018 2017 2019, 2020 2021 2022, 2023 2024 2025",10,N,Gov
44126,Yea Primary School,Prim,http://www.yeaps.vic.edu.au,VIC,yea.ps@education.vic.gov.au,"(03) 5797 2724, 0357972724, 0484 763 590",21,N,Gov
40499,Yeo Park Infants School,Prim,https://yeoparkinf-p.schools.nsw.gov.au,NSW,yeoparkinf-p.school@det.nsw.edu.au,"02 9798 7560, 129 129, 2019 129",10,N,Gov
43061,Yeoval Central School,Pri/Sec,https://yeoval-c.schools.nsw.gov.au,NSW,yeoval-c.school@det.nsw.edu.au,02 6846 4004,12,N,Gov
47506,Yeppoon State High School,Sec,https://yeppoonshs.eq.edu.au,QLD,studentabsences@yeppoonshs.eq.edu.au,(07) 49251307,31,N,Gov
48551,Yerecoin Primary School,Prim,https://yerecoinps.wa.edu.au,WA,"Joeley.Howard@education.wa.edu.au, Yerecoin.PS@education.wa.edu.au","0896532300, 9653 2300",52,N,Gov
44185,Yering Primary School,Prim,http://www.yeringps.vic.edu.au,VIC,yering.ps@education.vic.gov.au,03 9739 1451,20,N,Gov
46215,Yeshivah College,Pri/Sec,http://www.ybr.vic.edu.au,VIC,"brp@ybr.vic.edu.au, brs@ybr.vic.edu.au, enquiries@ybr.vic.edu.au, preschools@ybr.vic.edu.au, ybr@ybr.vic.edu.au, yp@ybr.vic.edu.au, ys@ybr.vic.edu.au","3 9522 8220, 3 9522 8222, 3 9522 8223, 3 9522 8227, 3 9522 8242, 3 9528 8393",20,Y,NG
42492,Yetman Public School,Prim,https://yetman-p.schools.nsw.gov.au,NSW,yetman-p.school@det.nsw.edu.au,07 4675 3150,12,N,Gov
44464,Yinnar Primary School,Prim,http://www.yinnarps.vic.edu.au/,VIC,yinnar.ps@education.vic.gov.au,351631362,21,N,Gov
44503,Yinnar South Primary School,Prim,http://www.yinnarsthps.vic.edu.au,VIC,yinnar.south.ps@education.vic.gov.au,351691540,21,N,Gov
40088,Yolla District School,Pri/Sec,https://yolladistricthigh.education.tas.edu.au/,TAS,yolla.district.school@decyp.tas.gov.au,03 6438 0222,62,N,Gov
41753,York Public School,Prim,https://york-p.schools.nsw.gov.au,NSW,york-p.school@det.nsw.edu.au,02 4731 6577,10,N,Gov
42660,Young North Public School,Prim,https://youngnorth-p.schools.nsw.gov.au,NSW,youngnorth-p.school@det.nsw.edu.au,02 6382 2579,11,N,Gov
40660,Youth Education Centre - Goldsborough Road Campus (Cavan),Special,http://www.yec.sa.edu.au,SA,dl.0195.info@schools.sa.edu.au,(08) 8350 8350,40,N,Gov
52605,Youthinc. Enterprise Academy,Special,https://www.youthinc.org.au/,SA,admin@youthinc.org.au,-1298,40,Y,NG
53298,Yubup Primary School,Prim,https://www.yubupps.vic.edu.au/,VIC,yubup.ps@education.vic.gov.au,"(03) 9967 2500, 03 9967 2500, 2026 2026",20,N,Gov
41119,Yudi Gunyi School,Special,https://yudigunyi-s.schools.nsw.gov.au,NSW,yudigunyi-s.school@det.nsw.edu.au,02 9319 1759,10,N,Gov
50068,Yuendumu School,Pri/Sec,http://www.yuendumuschool.nt.edu.au,NT,reception.yuendumu@education.nt.gov.au,8956 4011,74,N,Gov
45268,Yuille Park Community College,Pri/Sec,http://www.yuilleparkcc.vic.edu.au,VIC,"Beau.Guest@education.vic.gov.au, yuille.park.kin@kindergarten.vic.gov.au, yuille.park.p-8.cc@education.vic.gov.au","(03) 5339 4419, (03) 5339 5012, (03) 5339 5555, 0427 224 200",21,N,Gov
50136,Yulara School,Pri/Sec,https://yularaschool.nt.edu.au/,NT,yulara.school@education.nt.gov.au,(08) 8956 2014,74,N,Gov
48764,Yulga Jinna Remote Community School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5787,WA,YulgaJinna.RCS@education.wa.edu.au,9981 2200,54,N,Gov
52621,Zahra Grammar School,Prim,http://www.zahragrammar.nsw.edu.au,NSW,admin@zahragrammar.nsw.edu.au,02 8712 1683,10,Y,NG
40229,Zeehan Primary School,Prim,https://zeehanprimary.education.tas.edu.au/,TAS,Zeehan.Primary@education.tas.gov.au,03 6471 6133,63,N,Gov
52832,Zuccoli Primary School,Prim,https://zuccoliprimary.nt.edu.au,NT,zuccoliprimary@education.nt.gov.au,08 7923 0222,72,N,Gov
46801,Abercorn State School,Prim,https://abercornss.eq.edu.au,QLD,principal@abercornss.eq.edu.au,(07) 4167 5190,32,N,Gov
44727,Aberfeldie Primary School,Prim,http://www.aberfeldieps.vic.edu.au/,VIC,aberfeldie.ps@education.vic.gov.au,"(03) 9337 8084, (03) 9337 8917, 1300 035 000",20,N,Gov
49360,Aberfoyle Hub Primary School,Prim,http://www.ahs.sa.edu.au/,SA,dl.0536.info@schools.sa.edu.au,"8270 5055, 8370 5763",40,N,Gov
47089,Abergowrie State School,Prim,https://abergowriess.eq.edu.au,QLD,admin@abergowriess.eq.edu.au,"(07) 4777 4672, (07) 4777 4686",33,N,Gov
48059,Aboriginal & Islander Independent Community School,Pri/Sec,http://www.murrischool.qld.edu.au/,QLD,aiicsinfo@murrischool.qld.edu.au,(07) 3255 6133,30,Y,NG
46412,Acacia Ridge State School,Prim,https://acaciaridgess.eq.edu.au,QLD,admin@acaciaridgess.eq.edu.au,"(07) 3717 4100, (07) 3717 4111",30,N,Gov
42715,Adaminaby Public School,Prim,https://adaminaby-p.schools.nsw.gov.au,NSW,adaminaby-p.school@det.nsw.edu.au,"131 450, 6454 2265",12,N,Gov
49664,Adelaide Secondary School of English,Sec,http://www.adsecenglish.sa.edu.au,SA,dl.1686.info@schools.sa.edu.au,8 8340 3733,40,N,Gov
47391,Agnes Water State School,Prim,https://agneswaterss.eq.edu.au,QLD,principal@agneswaterss.eq.edu.au,"(07) 4902 1333, 2021-2023",32,N,Gov
49549,Airdale Primary School,Prim,http://www.airdaleps.sa.edu.au,SA,airdale.oshc@ymcasa.org.au,"(08) 8632 2633, (08) 8632 3748, 0428 172 791",42,N,Gov
46805,Airville State School,Prim,https://airvilless.eq.edu.au,QLD,principal@airvilless.eq.edu.au,"(07) 4790 7300, (07) 4790 7333",32,N,Gov
46899,Aitkenvale State School,Prim,https://aitkenvaless.eq.edu.au,QLD,principal@aitkenvaless.eq.edu.au,"(07) 4421 2333, 1300 105 343",32,N,Gov
49138,Al-Ameen College,Pri/Sec,https://alameencollege.wa.edu.au/,WA,admin@alameencollege.wa.edu.au,"08 9458 5206, 8 9458 5206",50,Y,NG
47534,Albany Creek State High School,Sec,https://albanycreekshs.eq.edu.au,QLD,principal@albanycreekshs.eq.edu.au,"(07) 3325 6300, (07) 3325 6333, (07) 3325 6360, (07) 3325 6365, (07) 3325 6368, 0429 818 273",30,N,Gov
46546,Albany Creek State School,Prim,https://albanycreekss.eq.edu.au,QLD,admin@albanycreekss.eq.edu.au,"(07) 3264 0111, (07) 3264 0160, 2024-2027",30,N,Gov
47310,Albany Hills State School,Prim,https://albahillss.eq.edu.au,QLD,admin@albahillss.eq.edu.au,"(07) 3264 0700, (07) 3264 0705, (07) 3264 0728, (07) 3264 0760, (07) 3264 0777, (07) 3325 3204, (07) 3325 4335",30,N,Gov
45217,Albany Rise Primary School,Prim,https://albanyrise-ps.vic.edu.au/,VIC,albany.rise.ps@education.vic.gov.au,"03 9547 1146, 1747266503157, 1747267248790, 307321177 6321, 339745678 1372, 372286738871303, 476138552100065, 763824502516, 911610192385, 9547-1146",20,N,Gov
50267,Albert Park College,Sec,http://www.albertparkcollege.vic.edu.au/,VIC,enrolments@albertparkcollege.vic.edu.au,"1800 896 950, 8695 9000",20,N,Gov
46424,Albert State School,Prim,https://albertss.eq.edu.au,QLD,admin@albertss.eq.edu.au,"(07) 4120 0800, (07) 4120 0860, (07) 4120 0888, 210-220",31,N,Gov
42936,Albion Park High School,Sec,https://albionpk-h.schools.nsw.gov.au,NSW,albionpk-h.school@det.nsw.edu.au,"131 450, 4257 1744 120",10,N,Gov
42716,Albion Park Public School,Prim,https://albionpk-p.schools.nsw.gov.au,NSW,albionpk-p.school@det.nsw.edu.au,"131 450, 4256 1244",10,N,Gov
42532,Albury West Public School,Prim,https://alburywest-p.schools.nsw.gov.au,NSW,alburywest-p.school@det.nsw.edu.au,"131 450, 6021 2288",11,N,Gov
47419,Aldridge State High School,Sec,https://aldridgeshs.eq.edu.au,QLD,principal@aldridgeshs.eq.edu.au,"(07) 4120 8444, (07) 4120 8460, 0409 430 637",31,N,Gov
47373,Alexandra Bay State School,Prim,https://alexbayss.eq.edu.au,QLD,admin@alexbayss.eq.edu.au,"(07) 4098 9137, (07) 4098 9182",33,N,Gov
47553,Alexandra Hills State High School,Sec,https://alexandrahillsshs.eq.edu.au,QLD,seniorschooling@alexandrahillsshs.eq.edu.au,"(07) 3820 1402, (07) 3820 1444, (07) 3820 1471, (07) 3820 1474, 3820 1446, 3820 1448",30,N,Gov
46686,Alexandra Hills State School,Prim,https://alexandrahillsss.eq.edu.au,QLD,admin@alexandrahillsss.eq.edu.au,(07) 3820 0333,30,N,Gov
41184,Alexandria Park Community School,Pri/Sec,https://alexparkcs-c.schools.nsw.gov.au,NSW,alexparkcs-c.school@det.nsw.edu.au,"131 450, 9869 9800",10,N,Gov
47289,Algester State School,Prim,https://algesterss.eq.edu.au,QLD,admin@algesterss.eq.edu.au,"(07) 3712 5111, 2023 2025-2028",30,N,Gov
52261,Alkimos Primary School,Prim,https://www.education.wa.edu.au/,WA,NorthMetropolitanERO.PublicInbox@education.wa.edu.au,"131 444, 1800 177 777, 6456 0383, 8 9264 4412, 8 9264 4477, 9093 5600, 9093 5656, 9185 0111, 9185 0137, 9192 0800, 9193 6718, 9264 4111, 9264 5821, 9285 3600, 9285 3730, 9336 2237, 9336 9563, 9402 6185, 9402 6195, 9402 6200, 9402 6409, 9402 6412, 9622 0200, 9622 3996, 9791 0300, 9791 2228, 9956 1600, 9964 1391",50,N,Gov
49784,All Saints Catholic Primary School,Prim,http://www.allsaints.catholic.edu.au,SA,info@allsaints.catholic.edu.au,"(08) 8327 0020, (08) 8327 0866",40,N,NG
43616,All Saints Primary School,Prim,http://web.asww.catholic.edu.au/,NSW,as-info@ww.catholic.edu.au,"(02) 6948 239, (02) 6948 2395",12,N,NG
48001,All Souls St Gabriels School,Pri/Sec,http://www.allsouls.qld.edu.au,QLD,reception@allsouls.qld.edu.au,7 4787 1433,32,Y,NG
46516,Allenstown State School,Prim,https://allenstownss.eq.edu.au,QLD,admin@allenstownss.eq.edu.au,(07) 4930 0111,31,N,Gov
46886,Alligator Creek State School,Prim,https://alligatorcreekss.eq.edu.au,QLD,principal@alligatorcreekss.eq.edu.au,(07) 4964 9222,32,N,Gov
46396,Allora P-10 State School,Pri/Sec,https://allorass.eq.edu.au,QLD,principal@allorass.eq.edu.au,"(07) 4666 7222, (07) 4666 7299",31,N,Gov
46698,Alloway State School,Prim,https://allowayss.eq.edu.au,QLD,admin@allowayss.eq.edu.au,"(07) 4159 7352, 0439 542 712, 2020-2023",31,N,Gov
42940,Alma Public School,Prim,https://alma-p.schools.nsw.gov.au,NSW,alma-p.school@det.nsw.edu.au,"08 8088 2181, 131 450",12,N,Gov
46923,Aloomba State School,Prim,https://aloombass.eq.edu.au,QLD,principal@aloombass.eq.edu.au,"(07) 4043 3800, (07) 4043 3888",32,N,Gov
46757,Alpha State School,Pri/Sec,https://alphass.eq.edu.au,QLD,principal@alphass.eq.edu.au,"(07) 4987 0800, (07) 4987 0888",34,N,Gov
44625,Alphington Primary School,Prim,http://www.alphinps.vic.edu.au/index.htm,VIC,alphington.ps@education.vic.gov.au,(03) 9499 2200,20,N,Gov
42138,Alstonville Public School,Prim,https://alstonvill-p.schools.nsw.gov.au,NSW,alstonvill-p.school@det.nsw.edu.au,"02 6628 0775, 131 450",11,N,Gov
47237,Amamoor State School,Prim,https://amamoorss.eq.edu.au,QLD,admin@amamoorss.eq.edu.au,"(07) 5401 1333, (07) 5401 1360",31,N,Gov
49882,Amaroo School,Pri/Sec,http://www.amaroos.act.edu.au/,ACT,info@amaroos.act.edu.au,6142 1269,80,N,Gov
49561,Amata Anangu School,Pri/Sec,http://www.amata.sa.edu.au,SA,dl.1001.info@schools.sa.edu.au,(08) 8956 2922,44,N,Gov
46485,Amberley District State School,Prim,https://amberleydistrictss.eq.edu.au,QLD,admin@amberleydistrictss.eq.edu.au,"(07) 3280 3111, 3280 3166",30,N,Gov
47134,Ambrose State School,Prim,https://ambrosess.eq.edu.au,QLD,principal@ambrosess.eq.edu.au,"(07) 4975 1165, (07) 4975 1432",32,N,Gov
47206,Amiens State School,Prim,https://amiensss.eq.edu.au,QLD,principal@amiensss.eq.edu.au,"(07) 4683 3177, 0429 833 177, 2020-2023",32,N,Gov
44001,"Amity College, Prestons",Pri/Sec,https://www.amity.nsw.edu.au/homepage,NSW,prestons@amity.nsw.edu.au,,10,Y,NG
44006,Amity College Auburn Campus,Prim,http://www.sulecollege.com,NSW,auburn@amity.nsw.edu.au,,10,Y,NG
43925,Amity College Illawarra Campus,Pri/Sec,http://www.sulecollege.com/,NSW,illawarra@amity.nsw.edu.au,,10,Y,NG
45218,Amsleigh Park Primary School,Prim,http://www.amsleigh.vic.edu.au/,VIC,amsleigh.park.ps@education.vic.gov.au,(03) 9544 1553,20,N,Gov
46730,Anakie State School,Prim,https://anakiess.eq.edu.au,QLD,principal@anakiess.eq.edu.au,"(07) 4981 1111, (07) 4985 4227",33,N,Gov
47189,Andergrove State School,Prim,https://andergrovess.eq.edu.au,QLD,principal@andergrovess.eq.edu.au,"(07) 4955 1058, (07) 4998 9333, (07) 4998 9366",31,N,Gov
45019,Andersons Creek Primary School,Prim,http://www.andersonscreekps.vic.edu.au/,VIC,andersons.creek.ps@education.vic.gov.au,"03 9844 2757, 03 98442757, 0448 200 268",20,N,Gov
49224,Angaston Primary School,Prim,http://www.angastonps.sa.edu.au/,SA,dl.0242.info@schools.sa.edu.au,"(08) 8564 2215, (08) 8564 3059",41,N,Gov
41855,Anna Bay Public School,Prim,https://annabay-p.schools.nsw.gov.au,NSW,annabay-p.school@det.nsw.edu.au,"131 450, 4982 1187, 4982 1187 191",11,N,Gov
40988,Annandale Public School,Prim,https://annandale-p.schools.nsw.gov.au,NSW,annandale-p.school@det.nsw.edu.au,"131 450, 9516 3711",10,N,Gov
46702,Annandale State School,Prim,https://annandaless.eq.edu.au,QLD,principal@annandaless.eq.edu.au,"(07) 4729 5111, 2021-2024, 584 880 487",32,N,Gov
49808,Annesley College,Prim,http://www.annesley.sa.edu.au,SA,enquiries@annesley.sa.edu.au,(08) 8422 2288,40,Y,NG
41354,Appin Public School,Prim,https://appin-p.schools.nsw.gov.au,NSW,appin-p.school@det.nsw.edu.au,"131 450, 4631 1220",11,N,Gov
47095,Applethorpe State School,Prim,https://applethorpess.eq.edu.au,QLD,principal@applethorpess.eq.edu.au,"(07) 4683 2203, (07) 4683 2542",32,N,Gov
47860,Aquinas College,Sec,http://www.aquinas.qld.edu.au,QLD,info@aquinas.qld.edu.au,2025 2026,30,N,NG
40343,Araluen Christian College,Pri/Sec,http://www.acc.nt.edu.au/,NT,admin.acc@ntschools.net,(08) 8955 3300,73,Y,NG
46627,Aramac State School,Pri/Sec,https://aramacss.eq.edu.au,QLD,principal@aramacss.eq.edu.au,"(07) 4651 3210, (07) 4652 9333",34,N,Gov
47086,Aratula State School,Prim,https://aratulass.eq.edu.au,QLD,admin@aratulass.eq.edu.au,"(07) 5463 8158, (07) 5463 8389",31,N,Gov
46905,Arcadia Valley State School,Prim,https://arcadiavalleyss.eq.edu.au,QLD,principal@arcadiavalleyss.eq.edu.au,"(07) 4626 7110, (07) 4626 7145",33,N,Gov
43976,Arden Anglican School,Prim,http://www.arden.nsw.edu.au,NSW,reception@arden.nsw.edu.au,"(02) 9484 1146, 02 9484 1146, 22 851 187 489",10,Y,NG
48115,Arethusa College,Special,http://arethusa.qld.edu.au/,QLD,admin@arethusa.qld.edu.au,"07 2000 0200, 1300 720 371, 1868-1974",30,Y,NG
42534,Ariah Park Central School,Pri/Sec,https://ariahpark-c.schools.nsw.gov.au,NSW,ariahpark-c.school@det.nsw.edu.au,"131 450, 6974 1105",12,N,Gov
52875,Arise Christian College,Special,https://www.arisecc.nsw.edu.au,NSW,office@arisecc.nsw.edu.au,"02 4018 7495, 323 02 4018 7495",10,Y,NG
43943,Arkana College,Prim,http://www.arkana.nsw.edu.au,NSW,bhammouda@arkana.nsw.edu.au,"02 9502 3655, 02 9554 9403, 342-346",10,Y,NG
40524,Arncliffe West Infants School,Prim,https://arncliffew-p.schools.nsw.gov.au,NSW,arncliffew-p.school@det.nsw.edu.au,"131 450, 9567 7062",10,N,Gov
41195,Artarmon Public School,Prim,https://artarmon-p.schools.nsw.gov.au,NSW,artarmon-p.admin@det.nsw.edu.au,"131 450, 9411 1950",10,N,Gov
41848,Arthur Phillip High School,Sec,https://arthurphil-h.schools.nsw.gov.au,NSW,arthurphil-h.school@det.nsw.edu.au,"102-116, 131 450, 8855 8100 102",10,N,Gov
47404,Arundel State School,Prim,https://arundelss.eq.edu.au,QLD,principal@arundelss.eq.edu.au,"(07) 5561 4800, (07) 5561 4888, (07) 5561 4995, 0459 877 645",30,N,Gov
41189,Ashfield Boys High School,Sec,https://ashfieldbo-h.schools.nsw.gov.au,NSW,ashfieldbo-h.school@det.nsw.edu.au,"131 450, 6111136047001, 6378961588112, 9798 6620, 9798 6620 117",10,N,Gov
46544,Ashgrove State School,Prim,https://ashgrovess.eq.edu.au,QLD,admin@ashgrovess.eq.edu.au,"(07) 3366 1523, (07) 3858 4718, (07) 3858 4721, (07) 3858 4777, 0417 706 789, 2024-2027",30,N,Gov
47294,Ashmore State School,Prim,https://ashmoress.eq.edu.au,QLD,administration@ashmoress.eq.edu.au,"(07) 5656 1333, (07) 5656 1360, 0484001755, 56561365, 56561367",30,N,Gov
42072,Ashtonfield Public School,Prim,https://ashtonfield-p.schools.nsw.gov.au,NSW,ashtonfield-p.school@det.nsw.edu.au,"131 450, 4934 3584",10,N,Gov
46754,Ashwell State School,Prim,https://ashwellss.eq.edu.au,QLD,principal@ashwellss.eq.edu.au,(07) 5464 1184,31,N,Gov
46985,Aspley East State School,Prim,https://aspleyeastss.eq.edu.au,QLD,info@aspleyeastss.eq.edu.au,3867 2777,30,N,Gov
47597,Aspley Special School,Special,https://aspleyspecs.eq.edu.au,QLD,admin@aspleyspecs.eq.edu.au,"(07) 3867 2300, (07) 3867 2333, 0423 677 767, 1300 555 727",30,N,Gov
47464,Aspley State High School,Sec,https://aspleyshs.eq.edu.au,QLD,guidance.officer@aspleyshs.eq.edu.au,"(07) 3863 9200, (07) 3863 9215, (07) 3863 9222, (07) 3863 9260, 0447 100 251",30,N,Gov
46813,Aspley State School,Prim,https://aspleyss.eq.edu.au,QLD,admin@aspleyss.eq.edu.au,"(07) 3863 9111, (07) 3863 9114, (07) 3863 9117, (07) 3863 9160, 0427 286 794, 07 3863 9111, 1300 105 343",30,N,Gov
47859,Assisi Catholic College,Pri/Sec,http://www.assisi.qld.edu.au,QLD,enrolments@assisi.qld.edu.au,(07) 5656 7100,30,N,NG
47894,Assumption College,Sec,http://www.acwarwick.catholic.edu.au/,QLD,acwarwick@twb.catholic.edu.au,07 4660 4000,31,N,NG
49311,Athelstone School,Prim,http://www.athelstone.sa.edu.au,SA,dl.0419_info@schools.sa.edu.au,"(08) 8337 1002, (08) 8337 3300, 0429 324 428, 0429324428",40,N,Gov
47445,Atherton State High School,Sec,https://athertonshs.eq.edu.au,QLD,enquiries@athertonshs.eq.edu.au,"0426 305 138, 07 4030 5222, 07 4030 5250, 07 4030 5266",32,N,Gov
